SampleID,N,d15N,C,d13C
YM4C_2_1_2_S,0.932824653,1.182592886,39.0105956,-9.462223436
YM4C_2_1_3_Rt,0.799117013,0.535690701,36.1685919,-7.895291911
YM4C_2_1_3_Rz,0.664407645,1.179565263,37.8372352,-8.365274465
YM4C_2_1_3_S,0.81656953,1.21690595,37.27439755,-10.12892034
YM4C_2_20_1_Rt,0.967374911,0.364449549,36.60381923,-6.005757308
YM4C_2_20_1_Rz,0.51735762,0.498862831,36.99190896,-7.066271292
YM4C_2_20_1_S,0.856010113,0.679417985,38.71727941,-7.225928962
YM4C_2_20_2_Rt,0.782635421,0.632273028,34.54228105,-6.534079055
YM4C_2_20_2_Rz,0.480344823,0.752643131,33.99384917,-7.191094561
YM4C_2_20_2_S,0.778644473,0.04647186,37.097529,-7.164968761
YM4C_2_20_3_Rt,0.830818749,0.131734016,35.48490964,-6.587298279
YM4C_2_20_3_Rz,0.491189867,0.094619901,36.75800722,-6.405385297
YM4C_2_20_3_S,0.712566178,0.204959162,37.01758414,-7.273342452
YM4C_3_1_1_Rt,0.929586056,1.091887119,38.32955042,-7.251446731
YM4C_3_1_1_Rz,0.552256235,1.648565313,37.62103252,-7.98168184
YM4C_3_1_1_S,1.028472102,1.810929786,40.31234502,-9.158939252
YM4C_3_1_2_Rt,0.874334161,0.47369195,39.4308296,-7.861291727
YM4C_3_1_2_Rz,0.559278375,1.012217594,38.68136754,-7.933328434
YM4C_3_1_2_S,0.868395261,1.390395716,39.6833927,-9.704641975
YM4C_3_1_3_Rt,0.945981491,0.726455265,38.40153163,-7.739893399
YM4C_3_1_3_Rz,0.563700051,1.295599067,40.30108918,-8.555015081
YM4C_3_1_3_S,0.9708635,1.738319587,40.22071353,-9.216173895
YM4C_3_20_1_Rt,0.946148846,0.417444271,36.79651774,-5.863828789
YM4C_3_20_1_Rz,0.591569735,1.990425466,35.37297807,-6.028179101
YM4C_3_20_1_S,0.814827144,1.069631811,38.6048419,-7.056115598
YM4C_3_20_2_Rt,0.880728945,0.739573375,36.13990649,-5.869805164
YM4C_3_20_2_Rz,0.778384944,1.348149591,36.53954487,-7.04117466
YM4C_3_20_2_S,0.726896886,1.138022298,39.07720786,-6.895749536
YM4C_3_20_3_Rt,1.020746517,0.687041552,38.26842861,-6.098899538
YM4C_3_20_3_Rz,0.626620377,1.225244948,35.9376009,-6.994359723
YM4C_3_20_3_S,0.90086137,1.683163859,39.7300046,-7.16867066
YM4D_1_1_1_Rt_1,0.872164332,-0.728517544,36.65295325,-7.759730921
YM4D_1_1_1_Rz_1,0.732631267,-0.493079092,36.25357879,-8.350930187
YM4D_1_1_1_S_1,0.860937663,1.26310987,33.154183,-9.502629928
YM4D_1_1_2_Rt,0.999164447,0.714361047,37.63572849,-7.785202995
YM4D_1_1_2_Rz,0.808100934,0.232328307,38.05706154,-8.797794177
YM4D_1_1_2_S,1.110094195,1.753839684,38.61947007,-9.206782225
YM4D_1_1_3_Rt,0.854613053,0.789774203,35.44563637,-7.536253748
YM4D_1_1_3_Rz,0.582833884,1.115885148,35.1662055,-7.888931848
YM4D_1_1_3_S,0.855409241,0.634871504,35.23809084,-8.825455204
YM4D_1_20_1_Rt_1,0.813228053,-0.479549078,33.3641465,-6.646406037
YM4D_1_20_1_Rz_1,0.538030118,-1.328252846,34.92713427,-7.381840341
YM4D_1_20_1_S_1,0.688030184,-1.842415292,36.76610949,-7.584109322
YM4D_1_20_2_Rt,0.835466178,-0.21259338,37.40597196,-6.544957601
YM4D_1_20_2_Rz,0.552599215,0.109108139,37.0580334,-6.954600151
YM4D_1_20_2_S,0.721236092,-0.119228901,38.47322882,-7.297787372
YM4D_1_20_3_Rt,0.861962855,-0.033983073,37.03350754,-6.221607791
YM4D_1_20_3_Rz,0.522801262,0.126360271,36.48054023,-6.6292666
YM4D_1_20_3_S,0.816458936,-0.939212585,36.82808939,-7.238275137
YM4D_2_1_1_Rt,1.004799706,1.420366911,34.51178958,-8.770230336
YM4D_2_1_1_Rz,1.110186731,2.989553015,37.33214921,-9.689277744
YM4D_2_1_1_S,0.599671016,2.060456444,38.35972722,-9.614654237
YM4D_2_1_2_Rt,0.915484868,0.3192908,36.14536609,-8.340163279
YM4D_2_1_2_Rz,0.64443228,0.582857078,34.74580311,-7.771649979
YM4D_2_1_2_S,1.060804236,1.316568609,37.4722314,-9.59599836
YM4D_2_1_3_Rt,0.88338206,1.44071952,35.78253402,-8.838962514
YM4D_2_1_3_Rz,0.622828216,2.079791422,35.59382903,-9.464425333
YM4D_2_1_3_S,1.192905495,2.826732149,36.70324255,-11.54308277
YM4D_2_20_1_Rt,0.774918565,-0.066876654,34.84475833,-6.387968096
YM4D_2_20_1_Rz,0.551175348,0.489835073,36.03676178,-7.03530738
YM4D_2_20_1_S,0.782462371,0.368461886,36.76188411,-6.742117839
YM4D_2_20_2_Rt,0.837695231,-0.447045562,33.69595935,-6.183799802
YM4D_2_20_2_Rz,0.539643883,0.471779557,34.39779808,-6.514726611
YM4D_2_20_2_S,0.771753696,-0.473125751,37.15602156,-6.707283438
YM4D_2_20_3_Rt,0.76711309,0.415606843,33.05014717,-6.539884789
YM4D_2_20_3_Rz,0.73286184,0.166841963,35.66133094,-7.377845655
YM4D_2_20_3_S,0.513826308,0.845929961,36.84329205,-6.89790502
YM4D_3_1_1_Rt,0.866419506,0.673354776,38.39214686,-8.387196428
YM4D_3_1_1_Rt,0.863455457,0.767533002,38.32556187,-8.593568311
YM4D_3_1_1_Rt,0.871069589,0.924830677,38.34254759,-8.591554927
YM4D_3_1_1_Rz,0.506648073,1.488898136,39.76221599,-9.149262358
YM4D_3_1_1_S,0.983031272,1.837557951,40.11555669,-10.35225943
YM4D_3_1_2_Rt,0.942202179,1.109179545,38.33889322,-7.607010039
YM4D_3_1_2_Rz,0.52837778,1.520958809,35.65520187,-8.218072153
YM4D_3_1_2_S,0.93560829,1.79748211,38.93956491,-9.175436353
YM4D_3_1_3_Rt,1.033138392,1.795478318,38.53765706,-9.048593146
YM4D_3_1_3_Rz,0.719980855,2.26837324,37.41792358,-8.853294876
YM4D_3_1_3_S,1.050030595,2.47476382,40.249791,-10.74184928
YM4D_3_20_1_Rt,0.919066163,0.402576774,37.70037119,-6.290143538
YM4D_3_20_1_Rz,0.525574572,1.111260803,35.74797645,-6.765265349
YM4D_3_20_1_S,0.811869819,0.4402411,38.50982796,-6.974438473
YM4D_3_20_2_Rt,0.996847943,0.447179265,36.64727755,-5.892714602
YM4D_3_20_2_Rz,0.640930419,0.945736002,35.51817755,-6.630796912
YM4D_3_20_2_S,0.780793144,0.216237476,38.4429233,-6.918658973
YM4D_3_20_3_Rt,0.767206137,0.750476206,36.99722051,-6.769249599
YM4D_3_20_3_Rz,0.475041014,2.286784242,37.47042306,-7.187595847
YM4D_3_20_3_S,0.791001486,0.829769524,38.63997128,-7.670686158
